Instrument,Deal PermID,Package Identifier,Master Deal Type Code,All New Issues Manager Roles Code,Manager's Role Code,Dates: Issue Date,Issuer/Borrower Name Full,Issuer/Borrower PermID,Issue Type,Transaction Status,Issuer/Borrower Nation,New Issues Current Filing Date,Offer Price (%),Proceeds Amount Incl Overallotment Sold All Markets,Issuer/Borrower Stock Exchange Name,Security Type All Markets,Offering Technique,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Issuer/Borrower TRBC Economic Sector,Bookrunner Or Co-Managers,Master Deal Type,New Issues Offer Price,New Issues Fees: Gross Spread as Pct of Principal Amount This Market,Adjusted Offer Price,Stock Price at Close of Issue Date,Issuer Stock Price 1 Day Prior to Filing Date,ISIN,Financials: Price Earnings Ratio Before Offering Percent,Financials: Price/Book Value Before Offer,Financials: Price/Book Value After Offer,Financials: EBITDA Before Offering Host Currency,New Issues Date Company Founded
154084680634,154084680634,1867006,EC,BM,BM,2004-05-05,CNG Travel Group Plc,4295874950,IPO,Live,Ireland,2004-04-21,,22.11927678,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Consumer Cyclicals,Evolution Beeson Gregory Ltd,Euro & Foreign Common Stock,1.03,-999.0,1.844,,,IE00B00VVP40,-37.345,,3.18,3.6,
154084680866,154084680866,244682,UKC,BM|CM,BM|CM,1997-11-20,Savoy Asset Management PLC,4295895284,IPO,Live,United Kingdom,,,1.425,London AIM,Ordinary Or Common Shares,Placement,2.00000,Financials,Not Available,UK Common Stock,0.95,2.0,,,,GB0001588135,,,,,1/1/1997 12:00:00 AM
154084680868,154084680868,244691,UKC,BM,BM,1997-11-21,Maelor PLC,4295895210,IPO,Live,United Kingdom,,,4.99199976,London AIM,Ordinary Or Common Shares,Placement,na,Healthcare,Not Available,UK Common Stock,0.88,-999.0,,,,,,-69.111,22.917,-0.5,
154084680957,154084680957,131294,UKC,BM|CM,BM|CM,1997-09-16,Nottingham Forest PLC,4295895655,IPO,Live,United Kingdom,,,3.5,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Consumer Cyclicals,Not Available,UK Common Stock,0.7,-999.0,,,,,-0.996,,,-15.0,
154084681151,154084681151,131504,EC,BM|CM,BM|CM,1997-10-06,Buckle Outdoor Advertising,4297188226,IPO,Live,Australia,,,0.63135,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,Not Available,Euro & Foreign Common Stock,0.15,-999.0,,,,,,,,,
154084681152,154084681152,131506,UKC,BM,BM,1997-10-06,Cambury Investments PLC,4295895098,IPO,Live,United Kingdom,,,3.375,London AIM,Ordinary Or Common Shares,Placement,na,Financials,Not Available,UK Common Stock,0.025,-999.0,,,,,,,,,
154084681223,154084681223,131213,UKC,BM|CM,BM|CM,1997-09-02,IS Solutions PLC,4295895176,IPO,Live,United Kingdom,,,2.00000092,London AIM,Ordinary Or Common Shares,Placement,5.00000,Consumer Cyclicals,Not Available,UK Common Stock,1.34,5.0,0.426,,,GB0001351955,,49.501,4.14,2.6,1/1/1985 12:00:00 AM
154084681226,154084681226,131246,UKC,BM,BM,1997-09-11,ComputerLand UK PLC,4295895092,IPO,Live,United Kingdom,,,1.725,London AIM,Ordinary Or Common Shares,Placement,3.00000,Technology,Charles Stanley & Co Ltd,UK Common Stock,1.0,3.0,,,,,,,,,
154084681235,154084681235,131302,UKC,BM|CM,BM|CM,1997-09-17,Aram Resources PLC,4295895078,IPO,Live,United Kingdom,,,0.35,London AIM,Ordinary Or Common Shares,Placement,2.00000,Basic Materials,Not Available,UK Common Stock,1.0,2.0,,,,,,,,,
154084681372,154084681372,131058,UKC,BM,BM,1997-08-11,LEPCO PLC,4295895242,IPO,Live,United Kingdom,,,5.799999615,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Energy,Not Available,UK Common Stock,0.795,-999.0,,,,,,,,,
154084681444,154084681444,131776,UKC,BM,BM,1997-10-28,Weather Action Holdings Plc,5031681507,IPO,Live,United Kingdom,,,1.29807981,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Not Available,UK Common Stock,0.79,-999.0,,,,,-103.726,,,-0.1,
154084681648,154084681648,501421,UKC,BM,BM,1997-12-15,Property Asset Holdings PLC,4295895666,IPO,Live,United Kingdom,,,3.66,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,Not Available,UK Common Stock,0.06,-999.0,,,,,,,,,
154084681649,154084681649,501425,UKC,BM,BM,1997-12-17,BCO Technologies PLC,4295895066,IPO,Live,United Kingdom,,,10.0002,Dublin|London AIM,Ordinary Or Common Shares,Placement,na,Technology,Bell Lawrie White & Co,UK Common Stock,1.4,-999.0,,,,GB0002269818,,194.789,5.874,0.0,
154084681651,154084681651,501930,UKC,BM,BM,1997-12-30,Bond International Software PLC,4295895074,IPO,Live,United Kingdom,,,2.2945,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Grant Thornton LLP,UK Common Stock,0.65,-999.0,,,,,,73.331,4.676,0.5,1/1/1973 12:00:00 AM
154084681715,154084681715,502706,UKC,BM,BM,1997-12-31,Longmead Group Plc,4295895209,IPO,Live,United Kingdom,,,1.49985,London AIM,Ordinary Or Common Shares,Placement,na,Basic Materials,Not Available,UK Common Stock,1.35,-999.0,,,,GB0002249075,,2.69,1.797,1.4,
154084681848,154084681848,527965,UKC,BM|CM,BM|CM,1997-12-02,Range Cooker Co Plc,4295895661,IPO,Live,United Kingdom,,,1.75,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,Ellis & Partners,UK Common Stock,0.05,-999.0,,,,GB0002182896,,,,,
154084681898,154084681898,519121,UKC,BM|CM|CM,BM|CM|CM,1998-03-30,Appian Traffic Technologies,4296904841,IPO,Live,United Kingdom,,,1.5,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Technology,Ruegg & Co Ltd,UK Common Stock,0.2,-999.0,,,,,,,,,
154084681911,154084681911,527314,UKC,BM|CM,BM|CM,1998-03-18,Hartford Group PLC,4295895168,IPO,Live,United Kingdom,,,0.67,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,Apax Partners & Co Ltd,UK Common Stock,0.02,-999.0,,,,GB0002571742,,6.25,60.725,0.7,
154084682043,154084682043,511692,UKC,BM,BM,1998-03-12,Peel Hotels PLC,4295895667,IPO,Live,United Kingdom,,,0.4,London AIM,Ordinary Or Common Shares,Placement,0.50000,Consumer Cyclicals,Peel Hunt & Co Ltd,UK Common Stock,0.25,0.5,,,,,,,,,
154084682135,154084682135,505992,UKC,BM,BM,1998-05-18,Inter-Alliance PLC,4295895185,IPO,Live,United Kingdom,,,3.94875,London AIM,Ordinary Or Common Shares,Offer for Subscription,na,Financials,Not Available,UK Common Stock,3.25,-999.0,,,,GB0002831138,,,,,
154084682279,154084682279,505320,UKC,BM,BM,1998-04-08,Desire Petroleum PLC,4295895106,IPO,Live,United Kingdom,,,15.0,London AIM,Ordinary Or Common Shares,Placement,2.12000,Energy,SG Securities (London) Ltd,UK Common Stock,1.25,2.12,,,,,,,,0.1,1/1/1996 12:00:00 AM
154084682321,154084682321,508591,UKC,BM,BM,1998-03-13,Pennant International Group PLC,4295895652,IPO,Live,United Kingdom,,,2.0,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Rowan Dartington & Co Ltd,UK Common Stock,1.25,-999.0,,,,,,,,1.5,1/1/1950 12:00:00 AM
154084682830,154084682830,517449,EC,BM,BM,1998-04-17,Dimension Resources Ltd,4295897498,IPO,Live,Bermuda,,,12.5000025,London AIM,Units,Placement,5.00000,Basic Materials,I A Pritchard Stockbrokers Limited,Euro & Foreign Common Stock,1.5,5.0,,,,BMG276151062,,,,,1/1/1998 12:00:00 AM
154084682837,154084682837,517834,UKC,BM,BM,1998-04-22,Netcall PLC,4295895236,IPO,Live,United Kingdom,,,0.5,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Not Available,UK Common Stock,0.5,-999.0,,,,,,13.261,22.54,-2.0,5/1/1984 12:00:00 AM
154084683055,154084683055,529808,UKC,BM,BM,1998-06-29,Murray Financial Corp PLC,,IPO,Live,United Kingdom,,,12.0,London AIM,Ordinary Or Common Shares,Offer for Subscription|Placement,na,Financials,Peel Hunt & Co Ltd,UK Common Stock,0.1,-999.0,,,,,,,,,
154084683114,154084683114,700180,UKC,BM|CM,BM|CM,1998-07-09,ReGen Therapeutics PLC,5081407167,IPO,Live,United Kingdom,,,2.5,London AIM,Ordinary Or Common Shares,Placement,na,Financials,Ruegg & Co Ltd,UK Common Stock,0.5,-999.0,816.0,,,,,,,,2/1/1998 12:00:00 AM
154084683200,154084683200,515635,UKC,BM,BM,1998-06-15,City Gourmets Holdings PLC,4295895646,IPO,Live,United Kingdom,,,2.540214,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,Wise Speke Ltd (United Kingdom),UK Common Stock,1.0,-999.0,,,,,-4087.5,,,0.1,
154084683235,154084683235,529812,UKC,BM|CM,BM|CM,1998-07-01,CCM Distribution PLC,4295895645,IPO,Live,United Kingdom,,,2.5,London AIM,Ordinary Or Common Shares,Placement,na,Real Estate,Ellis & Partners,UK Common Stock,0.1,-999.0,,,,,12.483,,,3.3,
154084683950,154084683950,527149,UKC,BM,BM,1998-06-15,JSB Software Technologies PLC,4295895648,IPO,Live,United Kingdom,,,8.198,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Butterfield Securities,UK Common Stock,2.0,-999.0,,,,,3270.0,,,0.3,
154084685168,154084685168,527270,UKC,BM,BM,2003-12-05,Burren Energy PLC,4295894911,IPO,Live,United Kingdom,2003-08-27,,40.04,London AIM,Ordinary Or Common Shares,Placement,na,Energy,Seymour Pierce Ltd,UK Common Stock,1.3,-999.0,2.25,,,GB0033942946,,247.818,1.572,9.4,1/1/1994 12:00:00 AM
154084685178,154084685178,527784,UKC,BM,BM,1998-07-17,Downtex PLC,,IPO,Live,United Kingdom,,,1.0,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,Grant Thornton LLP,UK Common Stock,0.25,-999.0,,,,,12.096,,,0.6,
154084685380,154084685380,701014,UKC,BM,BM,1998-07-07,Policy Master Group PLC,4295895656,IPO,Live,United Kingdom,,,6.0214635,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Williams de Broe PLC,UK Common Stock,1.5,-999.0,,,,,40.218,,,0.0,1/1/1984 12:00:00 AM
154084685381,154084685381,701021,UKC,BM,BM,1998-07-07,Sports & Outdoor Media International PLC,4295895663,IPO,Live,United Kingdom,,,4.00000008,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,Investec Henderson Crosthwaite,UK Common Stock,0.76,-999.0,,,,GB0003050399,119.715,,,0.0,
154084685924,154084685924,244715,UKC,BM,BM,1998-08-28,Minorplanet Systems PLC,4295895230,IPO,Live,United Kingdom,,,5.2478802,London AIM,Ordinary Or Common Shares,Placement|Open Offer,na,Technology,Charles Stanley & Co Ltd,UK Common Stock,0.6,-999.0,,,,,,-92.603,429.771,-3.3,
154084685934,154084685934,706219,UKC,BM,BM,1998-09-02,Private & Commercial Finance Group PLC,4295896380,IPO,Live,United Kingdom,,,0.80015,London AIM,Ordinary Or Common Shares,Placement,na,Financials,Brown Shipley & Co,UK Common Stock,0.65,-999.0,,,,,11.773,,,0.0,
154084685986,154084685986,709560,UKC,BM,BM,1998-08-19,Metnor Group PLC,4295896376,IPO,Live,United Kingdom,,,2.7,London AIM,Ordinary Or Common Shares,Placement,na,Industrials,Wise Speke Ltd (United Kingdom),UK Common Stock,1.0,-999.0,,,,GB0003782249,24.598,,,1.3,
154084686184,154084686184,709572,UKC,BM,BM,1998-08-14,Firestone Diamonds PLC,4295896008,IPO,Live,United Kingdom,,,2.14206,London AIM,Ordinary Or Common Shares,Placement,na,Basic Materials,Brewin Dolphin Securities Ltd,UK Common Stock,1.14,-999.0,18.221,,,,-18.645,,,0.0,
154084686727,154084686727,814019,UKC,BM,BM,1999-07-19,Hartest Holdings PLC,4295896513,IPO,Live,United Kingdom,,,0.548,London AIM,Ordinary Or Common Shares,Placement,na,Healthcare,Corporate Synergy PLC,UK Common Stock,0.1,-999.0,9.973,,,,0.243,0.608,1.659,0.8,
154084686731,154084686731,815878,UKC,BM,BM,1999-07-28,NetVest.com PLC,4295896490,IPO,Live,United Kingdom,,,0.8,London AIM,Ordinary Or Common Shares,Placement,0.25600,Technology,Townsley & Co,UK Common Stock,0.25,0.256,,,,,,,,,
154084687794,154084687794,815872,UKC,BM,BM,1999-08-26,IFTE PLC,5000071796,IPO,Live,United Kingdom,,,4.7,London AIM,Ordinary Or Common Shares,Placement,na,Industrials,Teather & Greenwood Ltd,UK Common Stock,1.0,-999.0,,,,,,24.435,19.611,0.0,
154084687795,154084687795,815992,UKC,BM,BM,1999-08-27,SignCorp PLC,5044200575,IPO,Live,United Kingdom,,,1.89301,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,Rowan Dartington & Co Ltd,UK Common Stock,1.25,-999.0,,,,,,,,,12/1/1994 12:00:00 AM
154084688271,154084688271,827268,UKC,BM|CM,BM|CM,1999-10-29,OneView.net PLC,4295896508,IPO,Live,United Kingdom,,,3.23000004,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Not Available,UK Common Stock,0.86,-999.0,,,,,,,,,
154084688339,154084688339,827235,UKC,BM,BM,1999-10-14,Chandra PLC,4295896588,IPO,Live,United Kingdom,,,1.25,London AIM,Ordinary Or Common Shares,Placement,na,Financials,Townsley & Co,UK Common Stock,0.25,-999.0,2.069,,,,,,,,
154084688356,154084688356,827252,UKC,BM,BM,1999-10-04,Monotub Industries PLC,4295896593,IPO,Live,United Kingdom,,,4.5099996,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,Collins Stewart Ltd,UK Common Stock,1.52,-999.0,,,,GB0008498163,,,,,
154084688381,154084688381,815867,UKC,BM,BM,1999-07-29,Gameplay.com PLC,5000050160,IPO,Live,United Kingdom,,,30.9999987,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Peel Hunt & Co Ltd,UK Common Stock,1.35,-999.0,,,,,,,0.797,0.5,
154084688499,154084688499,799922,UKC,BM,BM,1999-07-22,Ultimate Leisure Group PLC,4295896507,IPO,Live,United Kingdom,,,5.99999995,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,Beeson Gregory Ltd,UK Common Stock,1.45,-999.0,,,,,3.857,2.764,0.771,4.8,1/1/1997 12:00:00 AM
154084688738,154084688738,815306,UKC,BM|CM,BM|CM,1999-09-30,Property Internet PLC,4295896559,IPO,Live,United Kingdom,,,1.7,London AIM,Ordinary Or Common Shares,Placement,na,Real Estate,Not Available,UK Common Stock,0.25,-999.0,,,,GB0008463787,,,,,
154084688992,154084688992,805185,UKC,BM,BM,2002-01-29,Galileo Innovation Plc,4295896261,IPO,Live,United Kingdom,,,6.0,London AIM,Ordinary Or Common Shares,Firm Commitment,na,Financials,Collins Stewart Ltd,UK Common Stock,0.16,-999.0,0.226,,,,,,,,
154084689082,154084689082,956910,UKC,BM,BM,1999-07-12,RDL Group PLC,4295896516,IPO,Live,United Kingdom,,,1.0896876,London AIM,Ordinary Or Common Shares,Placement,na,Industrials,Beeson Gregory Ltd,UK Common Stock,0.9,-999.0,,,,,,,3.999,2.2,
154084689357,154084689357,829296,UKC,BM,BM,1999-12-15,Transense Technologies PLC,4295896995,IPO,Live,United Kingdom,,,2.0244,London AIM,Ordinary Or Common Shares,Open Offer|Placement,na,Industrials,Astaire & Co,UK Common Stock,1.0,-999.0,1.606,,,,,,,,1/1/1991 12:00:00 AM
154084689358,154084689358,922360,UKC,BM,BM,1999-12-15,Internet Indirect PLC,4295896992,IPO,Live,United Kingdom,,,6.0,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Collins Stewart Ltd,UK Common Stock,0.05,-999.0,,,,,,,,,
154084689427,154084689427,829263,UKC,BM,BM,1999-12-17,RTS Networks Group PLC,4295896904,IPO,Live,United Kingdom,,,11.63,London AIM,Ordinary Or Common Shares,Placement,na,Technology,JM Finn & Co,UK Common Stock,0.625,-999.0,,,,GB0009369900,,51.193,6.498,0.0,
154084689498,154084689498,828945,UKC,BM,BM,1999-12-20,Blooms of Bressingham Holdings PLC,4295896744,IPO,Live,United Kingdom,,,5.0,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Non-Cyclicals,Rathbone Neilson Cobbold Ltd,UK Common Stock,1.25,-999.0,,,,GB0009428896,,,,,1/1/1946 12:00:00 AM
154084689691,154084689691,846425,UKC,BM|CM,BM|CM,2000-03-31,Eurocity Properties PLC,4295897461,IPO,Live,United Kingdom,,,0.57946075,London AIM,Ordinary Or Common Shares,Placement,na,Real Estate,Not Available,UK Common Stock,0.55,-999.0,,,,GB0003082657,-3.957,0.918,0.938,-0.1,
154084689748,154084689748,829400,UKC,BM,BM,1999-12-01,Westside Investments PLC,4295896583,IPO,Live,United Kingdom,,,0.6,London AIM,Ordinary Or Common Shares,Placement,na,Financials,Seymour Pierce Butterfield Limited,UK Common Stock,0.025,-999.0,0.039,,,,,,,,11/19/1999 12:00:00 AM
154084690091,154084690091,820105,UKC,BM,BM,1999-11-24,Goodwood Group PLC,5071071710,IPO,Live,United Kingdom,,,1.5,London AIM,Ordinary Or Common Shares,Placement,na,Basic Materials,Bank Insinger de Beaufort NV,UK Common Stock,0.1,-999.0,1.615,,,,,,,0.0,
154084690131,154084690131,826654,UKC,BM,BM,1999-12-20,Acquisitor PLC,4295896586,IPO,Live,United Kingdom,,,9.8299985,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,Teather & Greenwood Ltd,UK Common Stock,3.5,-999.0,,,,GB0009365692,,,,,
154084690194,154084690194,918942,UKC,BM,BM,2000-03-03,Topnotch Health Clubs PLC,4295897330,IPO,Live,United Kingdom,,,11.9,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,SG Securities,UK Common Stock,1.7,-999.0,,,,GB0001255610,,,,,
154084690253,154084690253,921767,UKC,BM,BM,2000-02-08,Cube8.com PLC,4295896625,IPO,Live,United Kingdom,,,9.99999993,London AIM,Ordinary Or Common Shares,Placement,na,Healthcare,Seymour Pierce Butterfield Limited,UK Common Stock,0.17,-999.0,0.27,,,,-0.072,,,-0.9,
154084690254,154084690254,921782,UKC,BM,BM,2000-02-28,Griff-Tech.com PLC,4295897312,IPO,Live,United Kingdom,,,0.205,London AIM,Ordinary Or Common Shares,Offer for Subscription|Placement,na,Technology,Peel Hunt PLC,UK Common Stock,0.01,-999.0,0.015,,,,,,,,1/6/2000 12:00:00 AM
154084690255,154084690255,921823,UKC,BM,BM,2000-02-21,Peel Hunt PLC,4295897356,IPO,Live,United Kingdom,,,26.07,London AIM,Ordinary Or Common Shares,Placement,na,Financials,Not Applicable,UK Common Stock,3.0,-999.0,,,,,,,,,
154084690320,154084690320,907864,UKC,BM,BM,2000-03-07,Tornado Group PLC,4295897320,IPO,Live,United Kingdom,,,15.0,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Bell Lawrie Wise Speke,UK Common Stock,1.5,-999.0,,,,GB0001826071,,,,,
154084690321,154084690321,921780,UKC,BM,BM,2000-02-29,Forbidden Technologies PLC,4295897318,IPO,Live,United Kingdom,,,0.684,London AIM,Ordinary Or Common Shares,Placement|Offer for Subscription,na,Technology,Brewin Dolphin Securities Ltd,UK Common Stock,0.225,-999.0,0.358,,,,-224.156,,,-0.1,
154084690333,154084690333,826997,UKC,BM|GL,BM,2000-04-11,Netstore PLC,4295897474,IPO,Live,United Kingdom,,,39.999999,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Dresdner Kleinwort Benson (UK),UK Common Stock,1.5,-999.0,,,,,,,,,1/1/1996 12:00:00 AM
154084690334,154084690334,826997,EC,BM|GL,BM,2000-04-11,Netstore PLC,4295897474,IPO,Live,United Kingdom,,,39.999999,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Dresdner Kleinwort Benson (UK),Euro & Foreign Common Stock,1.5,-999.0,,,,,,,,,1/1/1996 12:00:00 AM
154084690404,154084690404,921750,UKC,BM,BM,2000-02-21,Softtechnet.com PLC,4295897392,IPO,Live,United Kingdom,,,26.0,London AIM,Ordinary Or Common Shares,Placement,na,Financials,Insinger Townsley,UK Common Stock,0.2,-999.0,,,,,,,,,
154084690477,154084690477,830185,UKC,BM|GL,BM,2000-03-23,Brainspark PLC,4295897444,IPO,Live,United Kingdom,,,20.0,London AIM,Ordinary Or Common Shares,Placement,na,Financials,Schroders,UK Common Stock,1.25,-999.0,1.983,,,,-1.917,,,-0.5,
154084690478,154084690478,830185,EC,BM|GL,BM,2000-03-23,Brainspark PLC,4295897444,IPO,Live,United Kingdom,,,20.0,London AIM,Ordinary Or Common Shares,Placement,na,Financials,Schroders,Euro & Foreign Common Stock,1.25,-999.0,1.983,,,,-1.917,,,-0.5,
154084690486,154084690486,824159,UKC,BM,BM,2000-02-09,Just2clicks.com PLC,4295897310,IPO,Live,United Kingdom,,,51.9,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Brown Shipley & Co,UK Common Stock,1.5,-999.0,,,,,,,0.817,0.0,
154084690538,154084690538,921375,UKC,BM,BM,2000-03-01,Fulcrum Pharma PLC,4295897385,IPO,Live,United Kingdom,,,0.99999999,London AIM,Ordinary Or Common Shares,Placement,na,Healthcare,Seymour Pierce Butterfield Limited,UK Common Stock,0.03,-999.0,,,,,,,,,1/1/1999 12:00:00 AM
154084690550,154084690550,921371,UKC,BM,BM,2000-03-16,Focus Solutions Group PLC,4295897389,IPO,Live,United Kingdom,,,16.5409998,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Beeson Gregory Ltd,UK Common Stock,1.95,-999.0,3.072,,,,-130.171,941.874,6.504,-0.5,1/1/1995 12:00:00 AM
154084690573,154084690573,824187,UKC,BM,BM,2000-03-21,Bizzbuild.com PLC,4295897377,IPO,Live,United Kingdom,,,6.883,London AIM,Ordinary Or Common Shares,Placement|Offer for Subscription,na,Technology,Durlacher Corp PLC,UK Common Stock,2.5,-999.0,,,,GB0001971406,-13.565,56.848,30.484,0.0,10/13/1999 12:00:00 AM
154084690611,154084690611,921738,UKC,BM,BM,2000-03-02,Premier Management Holdings PLC,4295897380,IPO,Live,United Kingdom,,,2.5,London AIM,Ordinary Or Common Shares,Placement,na,Basic Materials,Hoodless Brennan & Partners,UK Common Stock,0.25,-999.0,0.393,,,,,,,,
154084690637,154084690637,828379,UKC,BM,BM,2000-03-24,Tenon Group PLC(NOW 76438N),4295897382,IPO,Live,United Kingdom,,,50.0,London AIM,Ordinary Or Common Shares,Placement,na,Industrials,Raphael Zorn Hemsley Holdings PLC,UK Common Stock,1.0,-999.0,1.592,,,,,,,,2/1/2000 12:00:00 AM
154084690702,154084690702,826323,UKC,BM,BM,2000-03-07,e-district.net PLC,4295897326,IPO,Live,United Kingdom,,,28.66540755,London AIM,Ordinary Or Common Shares,Placement,4.50000,Technology,WestLB Panmure Ltd,UK Common Stock,1.95,4.5,3.079,,,,0.0,,,0.2,
154084690703,154084690703,826323,EC,BM|GL,BM,2000-03-07,e-district.net PLC,4295897326,IPO,Live,United Kingdom,,,28.66540755,London AIM,Ordinary Or Common Shares,Placement,4.50000,Technology,WestLB Panmure Ltd,Euro & Foreign Common Stock,1.95,4.5,3.079,,,,0.0,,,0.2,
154084690706,154084690706,921349,UKC,BM,BM,2000-03-02,ADVFN.com PLC,4295897384,IPO,Live,United Kingdom,,,4.0,London AIM,Ordinary Or Common Shares,Placement,na,Industrials,Grant Thornton UK LLP,UK Common Stock,0.1,-999.0,0.156,,,,-4.169,,,0.4,4/24/1989 12:00:00 AM
154084690707,154084690707,921762,UKC,BM,BM,2000-03-20,World Careers Network Plc,4295897396,IPO,Live,United Kingdom,,,1.87,London AIM,Ordinary Or Common Shares,Placement,na,Industrials,Charles Stanley & Co Ltd,UK Common Stock,1.1,-999.0,1.726,,,,,,,,
154084690724,154084690724,921361,UKC,BM,BM,2000-03-13,Chelford Group PLC,4295897433,IPO,Live,United Kingdom,,,0.9,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Rowan Dartington & Co Ltd,UK Common Stock,0.02,-999.0,,,,,,,,,
154084690820,154084690820,921377,UKC,BM,BM,2000-03-09,IBNet PLC,4295897394,IPO,Live,United Kingdom,,,6.3499997,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,Albert & Sharp & Co,UK Common Stock,0.55,-999.0,0.869,,,,,,,-0.7,
154084690847,154084690847,921832,UKC,BM,BM,2000-02-09,PrintPotato.com Plc,4295895679,IPO,Live,United Kingdom,,,3.19999998,London AIM,Ordinary Or Common Shares,Placement,na,Technology,Seymour Pierce Butterfield Limited,UK Common Stock,0.03,-999.0,,,,,,,,,
154084690911,154084690911,921363,UKC,BM,BM,2000-02-16,Einstein Channel PLC,4295897340,IPO,Live,United Kingdom,,,8.5,London AIM,Ordinary Or Common Shares,Placement,na,Academic & Educational Services,Collins Stewart Ltd,UK Common Stock,0.4,-999.0,,,,,3.58,,,0.1,9/17/1999 12:00:00 AM
154084690912,154084690912,921724,UKC,BM,BM,2000-03-02,Legendary Investments PLC,4295897329,IPO,Live,United Kingdom,,,3.188,London AIM,Ordinary Or Common Shares,Placement,na,Financials,Seymour Pierce Butterfield Limited,UK Common Stock,0.02,-999.0,0.031,,,,,,,0.0,
154084690959,154084690959,847175,UKC,BM,BM,2000-03-22,Paradigm Media Investments PLC,4295897476,IPO,Live,United Kingdom,,,20.7,London AIM,Ordinary Or Common Shares,Placement,na,Financials,Beeson Gregory Ltd,UK Common Stock,0.05,-999.0,,,,,,,,0.0,
154084690975,154084690975,921746,UKC,BM,BM,2000-03-10,ReGen Therapeutics PLC,5081407167,IPO,Live,United Kingdom,,,5.00000004,London AIM,Ordinary Or Common Shares,Placement|Open Offer,na,Financials,Hoodless Brennan & Partners,UK Common Stock,0.28,-999.0,441.056,,,,,,,-0.8,2/1/1998 12:00:00 AM
154084690991,154084690991,921351,UKC,BM,BM,2000-03-06,Bristol & West Investments PLC,4295897305,IPO,Live,United Kingdom,,,2.1,London AIM,Ordinary Or Common Shares,Placement,na,Financials,Seymour Pierce Butterfield Limited,UK Common Stock,0.07,-999.0,,,,GB0001998011,183.552,1070.459,11.652,0.6,
154084691108,154084691108,921795,UKC,BM,BM,2000-02-04,Oxygen Holdings PLC,4295897313,IPO,Live,United Kingdom,,,2.2,London AIM,Ordinary Or Common Shares,Placement,na,Financials,Seymour Pierce Butterfield Limited,UK Common Stock,0.02,-999.0,,,,,,1.771,0.373,0.0,
154084691152,154084691152,922832,UKC,BM,BM,2000-05-08,Inventive Leisure PLC,4295897537,IPO,Live,United Kingdom,,,6.86000035,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,Beeson Gregory Ltd,UK Common Stock,0.95,-999.0,,,,,,,,,8/1/1991 12:00:00 AM
154084691174,154084691174,922640,UKC,BM,BM,2000-05-12,Aero Inventory Plc,4295897546,IPO,Live,United Kingdom,,,3.59999967,London AIM,Ordinary Or Common Shares,Placement,na,Industrials,Beeson Gregory Ltd,UK Common Stock,1.23,-999.0,,,,,533.117,,,0.3,1/1/1917 12:00:00 AM
154084691175,154084691175,922824,UKC,BM,BM,2000-05-18,e-comsport group PLC,4295897547,IPO,Live,United Kingdom,,,7.77,London AIM,Ordinary Or Common Shares,Placement,na,Consumer Cyclicals,Williams de Broe PLC,UK Common Stock,0.75,-999.0,,,,,-9.693,36.385,18.635,-3.5,4/5/2000 12:00:00 AM
154084691206,154084691206,829050,UKC,BM|CM,BM|CM,2000-04-06,Internet Direct Plc,4295899061,IPO,Live,United Kingdom,,,0.15,London AIM,Ordinary Or Common Shares,Placement,na,Industrials,Not Applicable,UK Common Stock,0.05,-999.0,3.97,,,,,,,,
